A,B,C,D,E
0.75149,0.49931,0.62422,0.66304,0.63258
0.61307,0.62102,0.63532,0.60792,0.59126
0.53547,0.46525,0.69048,0.5292,0.63009
0.56985,0.7215,0.72677,0.59422,0.84471
0.63538,0.62881,0.74729,0.68113,0.62314
0.64218,0.68831,0.68657,0.59726,0.61483
0.86926,0.60638,0.72226,0.63097,0.68029
0.71767,0.74864,0.6558,0.51235,0.60432
0.81496,0.6387,0.63489,0.71385,0.65056
0.60974,0.5506,0.58644,0.67493,0.58984
0.83324,0.72404,0.7563,0.62087,0.91125
0.86041,0.6219,0.68136,0.7028,0.50463
0.63331,0.69405,0.69713,0.7221,0.8268
0.58384,0.60084,0.73296,0.61643,0.6888
0.78369,0.64253,0.76802,0.91891,0.52755
0.73093,0.71689,0.77206,0.77344,0.67162
0.72361,0.60335,0.68953,0.65392,0.59572
0.72249,0.66165,0.63614,0.74278,0.70453
0.6408,0.66108,0.68051,0.63609,0.77252
0.79773,0.65529,0.61132,0.64892,0.70006
0.70782,0.72111,0.84585,0.7632,0.70451
0.62956,0.67684,0.69274,0.50354,0.65103
0.84169,0.60251,0.65339,0.57073,0.55442
0.4994,0.71372,0.8441,0.59464,0.51862
0.53466,0.5433,0.6962,0.70461,0.71255
0.73527,0.53601,0.6598,0.55947,0.46227
0.6599,0.65425,0.80529,0.87023,0.63929
0.69733,0.48581,0.74494,0.74808,0.48054
0.65199,0.63692,0.51138,0.51783,0.62027
0.53507,0.55695,0.59495,0.61545,0.58518
0.75654,0.89672,0.83592,0.69821,0.62657
0.77914,0.56491,0.8394,0.57619,0.58842
0.5734,0.82009,0.5919,0.44773,0.60682
0.53278,0.61203,0.63122,0.53045,0.69574
0.87813,0.72962,0.8175,0.76241,0.59035
0.75744,0.62459,0.51482,0.60421,0.72516
0.79049,0.60531,0.64407,0.61606,0.66039
0.75884,0.66616,0.71903,0.64274,0.58303
0.51453,0.66895,0.71631,0.59463,0.68651
0.67249,0.68997,0.65209,0.66971,0.72562
0.6896,0.68909,0.57351,0.63689,0.63176
0.68143,0.549,0.72889,0.63623,0.6447
0.83925,0.72051,0.70608,0.56825,0.66558
0.744,0.5764,0.7602,0.67557,0.54527
0.68982,0.70942,0.71359,0.6426,0.54598
0.48889,0.5908,0.66356,0.73475,0.60755
0.87998,0.72103,0.65982,0.52981,0.73506
0.69452,0.71352,0.64916,0.39912,0.46968
0.66448,0.5494,0.74366,0.64402,0.68142
0.68828,0.61806,0.45208,0.65726,0.69157
0.63256,0.7752,0.6273,0.48669,0.55756
0.67912,0.49814,0.70785,0.66007,0.53064
0.6627,0.56199,0.67232,0.62854,0.71101
0.71807,0.81404,0.61175,0.66231,0.71643
0.77621,0.64674,0.83339,0.72467,0.56259
0.65385,0.5895,0.70209,0.61299,0.65766
0.68893,0.63532,0.76025,0.64983,0.93642
0.65533,0.67992,0.63219,0.50569,0.78021
0.68766,0.47106,0.7097,0.61611,0.72001
0.64539,0.67037,0.69015,0.66174,0.69231
0.66346,0.57597,0.82549,0.70643,0.55126
0.70806,0.63785,0.68077,0.48413,0.64228
0.761,0.82065,0.78113,0.53352,0.56566
0.66031,0.57839,0.73453,0.55707,0.55261
0.64935,0.70817,0.71571,0.6904,0.53716
0.54652,0.62195,0.74865,0.47741,0.65973
0.75147,0.59625,0.86711,0.75721,0.70261
0.79036,0.71461,0.63558,0.62018,0.74365
0.62351,0.55664,0.63115,0.58424,0.62735
0.80391,0.66868,0.69158,0.72087,0.76679
0.63794,0.63049,0.65244,0.65086,0.68142
0.76076,0.63663,0.53123,0.77333,0.74036
0.73936,0.55376,0.78595,0.58205,0.69538
0.68384,0.66877,0.74991,0.66202,0.68606
0.60268,0.62266,0.68483,0.60748,0.64436
0.51387,0.65798,0.55917,0.68964,0.65552
0.85199,0.69682,0.74147,0.65505,0.60213
0.57373,0.5917,0.87608,0.72266,0.70698
0.89779,0.75859,0.51332,0.65974,0.59643
0.61182,0.62278,0.65207,0.70676,0.66647
0.65426,0.63206,0.74363,0.74282,0.71731
0.70066,0.51004,0.74278,0.43254,0.61271
0.74479,0.71051,0.71157,0.66832,0.67938
0.64195,0.61912,0.81934,0.69894,0.67115
0.8687,0.70137,0.74531,0.61808,0.53439
0.80274,0.71403,0.63014,0.59182,0.54087
0.67707,0.64257,0.5947,0.60733,0.70274
0.69102,0.68001,0.65949,0.63096,0.69533
0.84928,0.61772,0.72637,0.66484,0.73347
0.62496,0.65632,0.71679,0.66515,0.53659
0.67738,0.68708,0.79171,0.64617,0.76902
0.8074,0.55842,0.74397,0.67271,0.66126
0.52551,0.58701,0.77258,0.58145,0.58455
0.60983,0.73419,0.5447,0.50265,0.57089
0.65519,0.63143,0.73192,0.67954,0.47968
0.62964,0.69474,0.63035,0.592,0.59351
0.61632,0.56499,0.63742,0.60056,0.60005
0.79062,0.56731,0.61434,0.71025,0.55344
0.65679,0.82865,0.63208,0.57534,0.6372
0.67197,0.68627,0.8826,0.6718,0.74255
0.66075,0.74182,0.56941,0.75282,0.64194
0.8065,0.57127,0.62822,0.70661,0.62207
0.78943,0.73812,0.53401,0.71793,0.54639
0.77318,0.74772,0.59305,0.54827,0.57343
0.64641,0.57107,0.61349,0.58495,0.57534
0.57321,0.74177,0.66411,0.57529,0.51004
0.56963,0.65584,0.84548,0.67532,0.62347
0.66811,0.70562,0.70352,0.6583,0.61187
0.72695,0.78513,0.79244,0.59789,0.70453
0.64906,0.67659,0.73363,0.81827,0.40416
0.73767,0.80147,0.78004,0.73189,0.69704
0.78467,0.83378,0.66463,0.74728,0.54097
0.56905,0.58323,0.67278,0.59575,0.53341
0.5723,0.65446,0.58966,0.70117,0.52312
0.70682,0.59226,0.70453,0.53957,0.56095
0.70934,0.76851,0.68421,0.57288,0.68261
0.6305,0.78664,0.5444,0.60928,0.62343
0.6589,0.73688,0.84408,0.63001,0.81353
0.51292,0.53156,0.54747,0.78358,0.64817
0.50724,0.75105,0.73268,0.56592,0.8568
0.57655,0.65828,0.67895,0.64487,0.67542
0.70353,0.65267,0.59205,0.66694,0.66555
0.7998,0.65558,0.64592,0.65271,0.58432
0.62357,0.78819,0.59195,0.566,0.59764
0.54649,0.74789,0.7804,0.55212,0.65741
0.72922,0.69133,0.54143,0.57349,0.60171
0.73212,0.64469,0.62355,0.66772,0.78331
0.67029,0.7292,0.6612,0.64722,0.73725
0.64507,0.46001,0.64683,0.52545,0.57143
0.72525,0.78055,0.78741,0.69311,0.79021
0.6967,0.69824,0.58418,0.64424,0.68371
0.77099,0.762,0.67905,0.61229,0.71938
0.71004,0.61106,0.81539,0.76469,0.53925
0.74325,0.84344,0.65951,0.66837,0.75461
0.76081,0.69535,0.68672,0.7583,0.74177
0.70193,0.60691,0.70521,0.73919,0.65253
0.71338,0.66578,0.60346,0.72586,0.71993
0.69866,0.64507,0.56379,0.55386,0.5606
0.43194,0.69519,0.62904,0.68666,0.59842
0.53692,0.73068,0.79778,0.7383,0.76142
0.67601,0.67848,0.65332,0.72109,0.70922
0.77522,0.70345,0.68666,0.77309,0.65568
0.63933,0.79149,0.67651,0.84845,0.63014
0.63098,0.74958,0.72965,0.63256,0.58166
0.55488,0.68043,0.78124,0.62356,0.65501
0.75883,0.63673,0.7114,0.76033,0.69914
0.73022,0.84231,0.74785,0.58928,0.74787
0.67098,0.67616,0.68878,0.48657,0.61464
0.68741,0.64724,0.67864,0.64499,0.60189
0.74713,0.74307,0.72459,0.56598,0.79066
0.72972,0.57366,0.6694,0.49597,0.65677
0.66384,0.76267,0.82174,0.65025,0.60812
0.50103,0.68529,0.70552,0.74975,0.63693
0.68701,0.70722,0.75135,0.5589,0.66146
0.66151,0.66802,0.69274,0.55335,0.59806
0.57891,0.68926,0.735,0.73116,0.51039
0.75366,0.64061,0.57031,0.57651,0.72606
0.71537,0.56961,0.62971,0.60746,0.53734
0.7186,0.59648,0.54665,0.69961,0.72567
0.79507,0.82828,0.57674,0.6296,0.56538
0.65622,0.66157,0.67342,0.68982,0.56062
0.70616,0.74566,0.77972,0.67023,0.63149
0.59681,0.68334,0.58442,0.51991,0.64057
0.66758,0.68945,0.7759,0.65224,0.66606
0.67052,0.69191,0.76547,0.58632,0.7923
0.64819,0.70578,0.59191,0.55584,0.58735
0.53794,0.63426,0.64943,0.58115,0.6287
0.53797,0.61461,0.60391,0.65298,0.55079
0.64382,0.6153,0.57267,0.607,0.74951
0.6267,0.61155,0.64178,0.69276,0.64433
0.68479,0.6531,0.66373,0.67627,0.54363
0.89716,0.6476,0.71517,0.65449,0.72081
0.65704,0.80092,0.63157,0.62207,0.63931
0.8031,0.61202,0.66761,0.51577,0.67572
0.60693,0.52674,0.60032,0.6252,0.76105
0.57111,0.5292,0.69588,0.71229,0.55311
0.68512,0.64461,0.79261,0.72336,0.6933
0.79854,0.61666,0.7169,0.5472,0.57627
0.66078,0.62001,0.65479,0.5941,0.60486
0.75094,0.73161,0.69545,0.6624,0.76755
0.71006,0.7181,0.69382,0.55997,0.65931
0.73196,0.71674,0.83072,0.64858,0.71037
0.71011,0.57412,0.82442,0.59729,0.50314
0.74175,0.57225,0.52284,0.63359,0.55709
0.59042,0.67518,0.74451,0.61467,0.71655
0.6416,0.60395,0.73023,0.54858,0.70017
0.78842,0.57549,0.70848,0.68453,0.71677
0.65514,0.58642,0.60374,0.66368,0.80246
0.53803,0.54538,0.70635,0.61854,0.64383
0.69168,0.62885,0.56136,0.5523,0.73867
0.60107,0.44364,0.64894,0.61883,0.69683
0.66884,0.60139,0.7021,0.74401,0.68596
0.57643,0.79965,0.76569,0.51921,0.67929
0.63605,0.73417,0.70442,0.6526,0.70729
0.5137,0.74863,0.69809,0.67875,0.70316
0.62048,0.5565,0.67297,0.67082,0.68346
0.73814,0.59336,0.67369,0.64891,0.54282
0.83689,0.72892,0.75784,0.65126,0.67536
0.64974,0.56117,0.72437,0.79799,0.47303
0.59694,0.70587,0.59659,0.56844,0.65275
0.61434,0.70296,0.44744,0.68991,0.77395
0.75565,0.73323,0.65579,0.59516,0.71842
0.5874,0.72334,0.76797,0.80926,0.64079
0.68888,0.54513,0.60523,0.65549,0.74285
0.84319,0.68757,0.61193,0.65543,0.69961
0.55988,0.63525,0.73557,0.70381,0.55013
0.61685,0.71242,0.70816,0.68318,0.60912
0.66372,0.61147,0.66926,0.70891,0.78761
0.75109,0.69476,0.62826,0.68699,0.61841
0.75133,0.63355,0.729,0.59073,0.65461
0.68222,0.70657,0.6619,0.6372,0.60421
0.63377,0.54633,0.71886,0.56738,0.56155
0.60957,0.51932,0.68672,0.72299,0.61999
0.63917,0.64352,0.6969,0.66746,0.74009
0.65201,0.5666,0.7249,0.69646,0.85516
0.67718,0.71156,0.6808,0.6859,0.73713
0.55425,0.68265,0.58353,0.51748,0.7415
0.76438,0.64092,0.53433,0.65889,0.8046
0.61388,0.74219,0.66249,0.56023,0.77195
0.6407,0.76658,0.66973,0.72105,0.60627
0.65101,0.70758,0.69789,0.70982,0.65836
0.72921,0.70624,0.77608,0.76218,0.54709
0.52361,0.69666,0.79058,0.42024,0.73468
0.62606,0.58387,0.71767,0.66832,0.7147
0.81901,0.79507,0.70168,0.65834,0.66959
0.51511,0.75321,0.72322,0.56621,0.57571
0.66852,0.69121,0.61646,0.5521,0.61758
0.69939,0.60595,0.69745,0.58277,0.65031
0.57582,0.76637,0.68452,0.59515,0.63994
0.52289,0.55714,0.51577,0.75998,0.52242
0.66062,0.61147,0.80379,0.53883,0.79641
0.5499,0.60908,0.55558,0.61443,0.67876
0.74147,0.69082,0.60136,0.63641,0.67618
0.68629,0.74557,0.53484,0.55366,0.84765
0.58428,0.79508,0.75192,0.76893,0.56573
0.55638,0.66942,0.79081,0.70752,0.56554
0.63558,0.62156,0.50041,0.69984,0.59348
0.57465,0.59225,0.68718,0.51361,0.60569
0.63639,0.58764,0.66904,0.65329,0.51526
0.7256,0.82337,0.61256,0.59263,0.61801
0.73176,0.74288,0.72336,0.77753,0.6506
0.66319,0.84023,0.70387,0.68541,0.6614
0.69391,0.74298,0.59473,0.58735,0.60036
0.66512,0.68346,0.5056,0.65574,0.74542
0.64647,0.59274,0.77286,0.64026,0.50567
0.74763,0.57748,0.72739,0.6538,0.5575
0.50431,0.77156,0.77444,0.63966,0.55095
0.63455,0.61447,0.65884,0.6364,0.6836
0.72802,0.68534,0.66472,0.63956,0.71102
0.68846,0.56854,0.57298,0.54234,0.56666
0.69153,0.803,0.76011,0.5417,0.61276
0.76661,0.65901,0.65666,0.57582,0.73526
0.62236,0.62413,0.70295,0.78741,0.71375
0.70754,0.70501,0.67516,0.57505,0.54054
0.78573,0.56337,0.79011,0.59578,0.79733
0.6383,0.61411,0.70104,0.6862,0.54364
0.83174,0.55866,0.50613,0.6776,0.66448
0.76778,0.61328,0.7723,0.54934,0.59181
0.72875,0.68004,0.69591,0.68709,0.54883
0.61689,0.66687,0.5886,0.55873,0.6916
0.5837,0.78941,0.64325,0.77554,0.37518
0.61167,0.71747,0.70731,0.64575,0.77574
0.61099,0.5607,0.82549,0.61483,0.74548
0.47704,0.64303,0.66096,0.50519,0.67908
0.5371,0.75294,0.64562,0.7014,0.57349
0.61358,0.74514,0.74895,0.67006,0.64483
0.80937,0.65454,0.74494,0.6063,0.52232
0.75979,0.67265,0.60692,0.57047,0.56623
0.82416,0.63559,0.68557,0.5909,0.58977
0.71079,0.65843,0.63856,0.60869,0.60266
0.74253,0.79165,0.6312,0.54324,0.72321
0.5908,0.79719,0.65393,0.70496,0.57663
0.61712,0.71653,0.83514,0.57607,0.55705
0.76066,0.72881,0.66587,0.57821,0.55609
0.67945,0.7911,0.66621,0.65979,0.63064
0.66504,0.6798,0.70219,0.62969,0.72496
0.68653,0.71563,0.82926,0.60068,0.80878
0.82579,0.77047,0.58241,0.86361,0.5652
0.59961,0.54117,0.66042,0.55493,0.57482
0.82889,0.70805,0.71055,0.72522,0.5445
0.8116,0.75226,0.62201,0.60997,0.5621
0.53034,0.59976,0.62766,0.59607,0.66354
0.72718,0.82789,0.65746,0.68917,0.63224
0.67546,0.63601,0.62685,0.80328,0.81764
0.7678,0.68244,0.72884,0.71371,0.5806
0.75935,0.65159,0.66815,0.69588,0.6577
0.67711,0.74673,0.53046,0.58046,0.64751
0.68003,0.72046,0.74966,0.63274,0.68717
0.65492,0.63614,0.66705,0.63921,0.54255
0.6698,0.57052,0.70745,0.74825,0.67455
0.75768,0.6274,0.81912,0.48541,0.62877
0.71986,0.65768,0.73335,0.7155,0.77298
0.75628,0.75644,0.5678,0.68858,0.81388
0.68801,0.65408,0.61933,0.50245,0.68919
0.69583,0.62797,0.71661,0.73499,0.64562
0.71372,0.6524,0.70162,0.70446,0.59404
0.53755,0.50103,0.6934,0.75034,0.65054
0.61279,0.80801,0.49679,0.65287,0.62171
0.58553,0.70633,0.68849,0.62091,0.69693
0.67307,0.58668,0.70899,0.74023,0.55326
0.61793,0.66349,0.69375,0.72759,0.78947
0.6305,0.67008,0.48333,0.87213,0.67308
0.68197,0.63143,0.80972,0.66325,0.50839
0.69831,0.57392,0.56168,0.72583,0.59631
0.74719,0.81637,0.70631,0.74986,0.71572
0.78303,0.75718,0.67633,0.61526,0.60687
0.73808,0.70425,0.84328,0.56801,0.71197
0.6409,0.64529,0.72873,0.68622,0.60608
0.66603,0.68354,0.731,0.73547,0.5655
0.67412,0.70595,0.62952,0.52836,0.64224
0.65821,0.61918,0.73878,0.76718,0.61456
0.69453,0.67883,0.62621,0.71835,0.65813
0.6417,0.77431,0.65988,0.67153,0.6797
0.69075,0.54951,0.72348,0.54157,0.73731
0.50798,0.66406,0.76308,0.58241,0.56067
0.67587,0.74975,0.70632,0.63726,0.77311
0.7273,0.67906,0.58527,0.63205,0.83823
0.54932,0.60888,0.73612,0.54918,0.67183
0.6441,0.74125,0.78506,0.56353,0.71278
0.59603,0.66265,0.6006,0.68618,0.65436
0.58381,0.74949,0.67625,0.62311,0.72427
0.77762,0.62705,0.67879,0.66427,0.56123
0.63892,0.70768,0.70891,0.6421,0.70974
0.71734,0.57603,0.71637,0.65238,0.60016
0.71535,0.68152,0.69891,0.63728,0.70805
0.59075,0.73232,0.54489,0.55295,0.66716
0.76585,0.74736,0.68965,0.71714,0.53467
0.76414,0.72944,0.67648,0.70789,0.6693
0.78439,0.92756,0.75612,0.67894,0.76344
0.65216,0.77811,0.78524,0.63804,0.57124
0.70405,0.71743,0.64217,0.6067,0.75179
0.67879,0.6184,0.7405,0.64347,0.70124
0.58932,0.73153,0.7541,0.45993,0.74022
0.74496,0.73922,0.6185,0.48434,0.73345
0.66846,0.65166,0.5091,0.67597,0.70303
0.50127,0.74351,0.59378,0.69859,0.682
0.67358,0.71467,0.51789,0.57409,0.66441
0.74042,0.62069,0.72701,0.61755,0.54416
0.58518,0.67283,0.5675,0.43302,0.59976
0.60774,0.64638,0.62228,0.72726,0.89356
0.63816,0.66714,0.75378,0.70994,0.67787
0.8093,0.72231,0.72057,0.59231,0.62527
0.83874,0.61602,0.69336,0.67148,0.51256
0.7354,0.68242,0.69532,0.68619,0.68939
0.76619,0.70551,0.79178,0.59092,0.65439
0.72039,0.82007,0.76307,0.67726,0.68336
0.73037,0.72767,0.61242,0.55138,0.61855
0.65267,0.59109,0.66055,0.68379,0.64671
0.73279,0.81759,0.71272,0.69572,0.55838
0.64597,0.56664,0.63314,0.47265,0.51728
0.65812,0.6007,0.7833,0.57726,0.6463
0.7249,0.87564,0.66457,0.56566,0.56713
0.54938,0.61835,0.62663,0.68064,0.75342
0.56401,0.6908,0.75814,0.69774,0.41464
0.63927,0.55485,0.6048,0.73281,0.61057
0.7812,0.59667,0.65431,0.66184,0.60318
0.6145,0.68506,0.71217,0.70059,0.47488
0.73607,0.48171,0.69415,0.57848,0.7591
0.79825,0.64416,0.59917,0.56285,0.60454
0.739,0.60122,0.7891,0.5707,0.73144
0.581,0.60371,0.71575,0.56025,0.71076
0.7919,0.80111,0.7117,0.54429,0.60954
0.62043,0.68422,0.63914,0.61272,0.57643
0.65183,0.7141,0.84229,0.48375,0.62056
0.63362,0.55812,0.60868,0.57282,0.44411
0.61958,0.61343,0.58556,0.68655,0.72117
0.85147,0.68042,0.66964,0.56918,0.54038
0.65641,0.73318,0.60835,0.70933,0.60242
0.72521,0.67215,0.60737,0.64792,0.72563
0.7033,0.65444,0.65125,0.58093,0.69537
0.84251,0.66844,0.73681,0.59274,0.65653
0.73421,0.66252,0.54237,0.75659,0.77497
0.53059,0.73145,0.57236,0.72004,0.59105
0.60796,0.65773,0.73513,0.71515,0.69453
0.53112,0.75161,0.72836,0.64533,0.59451
0.74814,0.66615,0.57957,0.75014,0.67688
0.66143,0.75034,0.64133,0.63389,0.54915
0.61912,0.71775,0.60848,0.63377,0.6067
0.58409,0.66035,0.74833,0.77114,0.70945
0.60169,0.69412,0.64988,0.66104,0.72663
0.65839,0.84324,0.61374,0.67632,0.4417
0.71741,0.65014,0.56859,0.64232,0.62652
0.56314,0.70369,0.54922,0.63346,0.40831
0.53116,0.54655,0.73946,0.57986,0.7346
0.56495,0.83585,0.81314,0.55165,0.58266
0.6572,0.59157,0.52078,0.59134,0.5956
0.63678,0.67613,0.76706,0.6008,0.54595
0.71715,0.73359,0.7478,0.62818,0.635
0.69148,0.58393,0.55569,0.59197,0.6474
0.65494,0.62838,0.52422,0.70295,0.54556
0.76592,0.6924,0.71751,0.62276,0.70026
0.67379,0.93655,0.70868,0.64441,0.6349
0.56306,0.65969,0.68893,0.69107,0.61137
0.70754,0.65479,0.63952,0.65781,0.57915
0.56746,0.78541,0.77364,0.72277,0.46175
0.70853,0.68066,0.59028,0.72834,0.469
0.6929,0.68384,0.66567,0.61933,0.6887
0.77749,0.69063,0.64149,0.72665,0.53779
0.47001,0.74268,0.57028,0.62709,0.60309
0.62377,0.61399,0.62779,0.61395,0.60622
0.62147,0.68239,0.54051,0.63208,0.70049
0.62933,0.68616,0.62138,0.64329,0.61984
0.74296,0.83825,0.77178,0.71453,0.72782
0.7416,0.6629,0.68048,0.66542,0.68336
0.67108,0.67631,0.70277,0.65411,0.67583
0.64722,0.65091,0.72014,0.718,0.5835
0.74265,0.49667,0.80818,0.72986,0.67319
0.65163,0.68998,0.70753,0.65888,0.82798
0.84855,0.75736,0.75517,0.57415,0.70223
0.51808,0.59255,0.75641,0.62949,0.66947
0.61594,0.79201,0.47795,0.45031,0.43676
0.64426,0.7278,0.76884,0.7405,0.61875
0.66967,0.6791,0.66896,0.54163,0.55843
0.72006,0.69966,0.73407,0.54611,0.69493
0.6069,0.55152,0.61774,0.66388,0.57574
0.80008,0.78777,0.66509,0.59365,0.51705
0.69542,0.73899,0.60564,0.57784,0.59243
0.61949,0.61392,0.7259,0.62678,0.54448
0.64881,0.73591,0.72133,0.67124,0.66549
0.63893,0.70025,0.81922,0.66506,0.61445
0.59349,0.73199,0.54744,0.57292,0.59117
0.51916,0.58128,0.69806,0.66793,0.92386
0.62758,0.69721,0.69311,0.67934,0.6238
0.63933,0.68819,0.73481,0.73927,0.57618
0.66375,0.73765,0.70029,0.60963,0.73758
0.76357,0.55287,0.62354,0.66394,0.723
0.74364,0.64039,0.73575,0.62724,0.75738
0.6981,0.66066,0.64271,0.63537,0.65379
0.65166,0.78966,0.77752,0.57651,0.71579
0.6096,0.58118,0.77458,0.61438,0.67041
0.70891,0.66416,0.65751,0.60019,0.63476
0.69223,0.76182,0.5882,0.59039,0.61728
0.7919,0.6858,0.81896,0.65496,0.50935
0.77329,0.64368,0.68607,0.68695,0.66124
0.55685,0.74452,0.60362,0.67159,0.65319
0.6935,0.77824,0.71924,0.65255,0.56065
0.68357,0.58558,0.63813,0.71447,0.60883
0.64611,0.79554,0.65278,0.75496,0.52477
0.70969,0.64066,0.65812,0.7102,0.664
0.5748,0.75176,0.7813,0.57119,0.65776
0.53305,0.77003,0.70682,0.67438,0.59526
0.61055,0.67174,0.69179,0.75128,0.71931
0.62906,0.54297,0.64764,0.61026,0.72084
0.611,0.76847,0.62834,0.62387,0.50256
0.82669,0.75097,0.59878,0.62284,0.70977
0.66333,0.60051,0.62903,0.77652,0.66807
0.62989,0.71356,0.69338,0.45114,0.62396
0.59575,0.62232,0.78352,0.8982,0.48764
0.70321,0.84366,0.66584,0.62394,0.66523
0.49846,0.62915,0.70795,0.61015,0.61482
0.64284,0.65451,0.71349,0.60887,0.67077
0.59725,0.63127,0.57109,0.70607,0.76539
0.54624,0.70607,0.67635,0.6782,0.65727
0.75832,0.75486,0.57644,0.6246,0.71486
0.66398,0.66866,0.64206,0.63519,0.65285
0.65282,0.80929,0.63893,0.61054,0.71355
0.69913,0.53964,0.83342,0.64786,0.74988
0.62686,0.7531,0.72524,0.73353,0.46118
0.70823,0.6798,0.61422,0.49936,0.75624
0.5101,0.7247,0.56998,0.84671,0.42261
0.80906,0.83773,0.51196,0.54738,0.651
0.69337,0.77749,0.74455,0.7063,0.54411
0.755,0.74294,0.65535,0.6467,0.56775
0.70853,0.79581,0.79225,0.60097,0.57604
0.74583,0.72117,0.74318,0.74692,0.65692
0.55672,0.73004,0.63658,0.66828,0.58085
0.7198,0.55021,0.7277,0.62344,0.73042
0.66662,0.59655,0.78452,0.65196,0.85442
0.67449,0.73413,0.75122,0.79046,0.58587
0.66619,0.637,0.68683,0.60261,0.85432
0.68576,0.82126,0.76673,0.65602,0.5467
0.7396,0.53973,0.7211,0.65161,0.69386
0.71829,0.57754,0.78164,0.74463,0.60447
0.60999,0.63643,0.70785,0.68593,0.53727
0.85795,0.61388,0.59755,0.62844,0.64744
0.59679,0.64005,0.68088,0.53794,0.63091
0.66297,0.77521,0.66648,0.7725,0.64359
0.73823,0.41913,0.74298,0.65479,0.60015
0.63323,0.62926,0.63065,0.53137,0.52146
0.51671,0.67839,0.8204,0.53638,0.60183
0.81696,0.68851,0.65106,0.64083,0.6497
0.56277,0.8439,0.54687,0.65755,0.60648
0.54511,0.80589,0.75266,0.42657,0.51644
0.59961,1,0.68835,0.65883,0.65875
0.67439,0.58353,0.67667,0.7212,0.5576
0.69673,0.57901,0.67842,0.75045,0.64091
0.5842,0.72567,0.75595,0.61856,0.50424
0.69389,0.6184,0.57155,0.65778,0.52828
0.68814,0.75575,0.79929,0.57112,0.72773
0.5523,0.88898,0.80304,0.65232,0.62945
0.76549,0.63788,0.64035,0.62196,0.71057
0.61024,0.7991,0.62873,0.79507,0.76121
0.66697,0.7334,0.76231,0.58768,0.65097
0.56969,0.63777,0.76835,0.67281,0.63209
0.86609,0.64119,0.64927,0.69745,0.73061
0.79022,0.84081,0.58919,0.61625,0.56231
0.67457,0.60382,0.59512,0.71418,0.5976
0.65768,0.77995,0.7918,0.70342,0.66512
0.64664,0.65069,0.61021,0.61415,0.58685
0.85999,0.58493,0.52619,0.59916,0.64569
0.6169,0.54819,0.67025,0.69267,0.62705
0.62259,0.64044,0.68124,0.62059,0.52642
0.86107,0.65923,0.62714,0.62727,0.61028
0.7114,0.6809,0.5161,0.7199,0.54851
0.6107,0.71745,0.82068,0.66654,0.63382
0.54255,0.50361,0.67495,0.73212,0.58767
0.68355,0.71953,0.7619,0.70445,0.60369
0.66521,0.71791,0.74638,0.6712,0.693
0.67245,0.67616,0.6794,0.5934,0.62013
0.58928,0.61282,0.70816,0.65016,0.61715
0.67743,0.59711,0.61539,0.57246,0.6287
0.68599,0.61065,0.56931,0.65178,0.70881
0.78851,0.69889,0.69285,0.68656,0.61762
0.65859,0.62609,0.7571,0.61832,0.52916
0.67347,0.67609,0.67759,0.60811,0.63061
0.72523,0.53634,0.70723,0.65564,0.79913
0.68674,0.71722,0.73959,0.66895,0.72514
0.69486,0.68817,0.70533,0.94483,0.61922
0.69241,0.67585,0.68997,0.65263,0.68297
0.64816,0.71652,0.67876,0.71519,0.58872
0.72072,0.60304,0.75234,0.54469,0.77072
0.7146,0.62657,0.76121,0.71798,0.70377
0.66298,0.63139,0.73349,0.78795,0.60628
0.78597,0.72104,0.55939,0.69187,0.57421
0.58593,0.49727,0.7005,0.54243,0.63424
0.69347,0.67475,0.67888,0.6958,0.70006
0.68033,0.5744,0.7105,0.62749,0.52587
0.73467,0.80074,0.58778,0.64209,0.72697
0.78154,0.5743,0.72864,0.59483,0.74679
0.73738,0.61952,0.7434,0.73383,0.73445
0.66727,0.73475,0.74173,0.52703,0.73928
0.60331,0.63061,0.75835,0.58535,0.61777
0.83805,0.66861,0.75936,0.68141,0.661
0.74695,0.80239,0.6561,0.55316,0.62652
0.81764,0.62813,0.8088,0.60112,0.61883
0.58103,0.70733,0.70451,0.68857,0.62186
0.70167,0.75449,0.74479,0.46418,0.81283
0.65364,0.69591,0.70863,0.70944,0.37867
0.73725,0.50728,0.5919,0.6536,0.61414
0.67657,0.76056,0.61256,0.59126,0.57916
0.75376,0.80489,0.72586,0.64362,0.65039
0.69107,0.6875,0.70104,0.68025,0.62438
0.59617,0.65432,0.79543,0.60309,0.6061
0.60594,0.73697,0.58736,0.49902,0.54639
0.69617,0.5926,0.72625,0.61227,0.57402
0.58816,0.67345,0.56249,0.64358,0.7158
0.5842,0.63303,0.75284,0.75188,0.57237
0.77613,0.5373,0.74327,0.51178,0.65967
0.66805,0.58209,0.68947,0.68437,0.66041
0.83281,0.67656,0.75905,0.44387,0.71186
0.65957,0.66813,0.78514,0.5426,0.60404
0.70006,0.65649,0.7237,0.57367,0.5799
0.7524,0.74608,0.74365,0.68717,0.71435
0.74378,0.66882,0.8543,0.62989,0.53166
0.52486,0.56244,0.64714,0.63458,0.68803
0.67342,0.62181,0.60724,0.54673,0.58106
0.70519,0.58804,0.59071,0.7071,0.53303
0.73074,0.58799,0.83337,0.56185,0.66398
0.64033,0.70149,0.69627,0.59713,0.42105
0.63076,0.54226,0.6402,0.67218,0.70744
